성별,측정일자,키,몸무게,머리둘레,목둘레,화장,젖가슴둘레,배꼽수준허리둘레,엉덩이둘레,샅높이,발길이,발폭,희망치수신발,윗가슴둘레(겨드랑이),허리둘레(윗허리),어깨가쪽사이길이,팔길이,등길이,다리가쪽길이,총장
여,2021.6.16,161.1,51.2,54.5,34.1,65.4,82.3,74.6,93.5,73.5,,,240,82.1,69.7,42.9,44.8,31.5,91,132.5
여,2021.6.16,160,58.8,54.8,36.2,73.1,90.1,76.6,98.2,75,,,235,90.1,76.9,45.5,50.5,29,94.5,133.5
여,2021.6.16,168.9,66.1,54.6,36.5,79.5,93.3,83.3,100.3,79,,,250,90.8,78.4,47.5,58.1,38,95.5,143.5
여,2021.6.16,163.3,53.6,52.3,34.5,76.5,80,74.6,93.1,76,,,240,82.5,71.5,46.4,53.4,31.5,94.5,136
여,2021.6.16,161.4,53.6,53.2,34.7,73,89.1,75.6,96.1,79,,,230,81.7,72,44,53,30.5,94.5,135
여,2021.6.16,168.9,71,55,37.3,86.2,85.8,83.5,105,78.5,,,250,88.1,82.7,46,56,42,100,152
여,2021.6.16,163.1,60.1,55,35.8,61,86.5,78.7,96.5,74.5,,,245,88,76.5,49.2,37,32.5,93,135.5
여,2021.6.16,163.8,65.3,53.8,36.7,75.5,91.6,82,100.5,74.5,,,250,92.3,80.1,51.3,50.8,33.5,94,137.5
여,2021.6.16,166,50.5,53,33.8,74.7,81.8,71.5,92.2,77.5,,,235,81.1,67.5,41.6,55.1,34.5,95,139.5
여,2021.6.16,172.4,60,55.8,35.5,79.3,85.2,74.1,96.3,81.5,,,250,87.6,72.8,46.9,57.1,30.5,106.5,147
여,2021.6.16,160.8,54.1,54.7,34.8,63.2,86.9,76.5,92.9,74,,,230,86.3,72.7,51.2,38.6,32,94,136
여,2021.6.16,172.3,54.4,56.5,34.6,82,82.8,75.9,91.5,84,,,250,84.1,69.4,48.6,58.9,34.5,100.5,145
여,2021.6.16,162.4,47.5,53.2,33.2,61.3,79.8,66.1,87.6,73.5,,,235,78.9,64.8,39.8,42.9,31.5,94,135.5
여,2021.6.16,169,69.3,55.4,37.1,0,92,88.4,99.7,77,,,0,93.3,81.3,0,149.1,29.7,95.5,135.2
여,2021.6.16,160.1,48.3,55.5,33.2,71.5,82.1,70.3,90.3,76,,,240,82.1,66.2,44.7,51.9,31,94,135
여,2021.6.16,159.2,55.1,56.3,35.2,77.6,83.7,75.8,97,73,,,235,85.3,73.9,44.2,56.2,31.5,90.5,132
여,2021.6.16,170.9,70,55.8,37,73.9,95.6,81.2,104,78.5,,,0,96,81.2,52.9,48.2,31.5,100,141.5
여,2021.6.16,173.9,73.3,56.8,37.5,74,114.9,85.9,105,82.5,,,260,92.8,82.7,50.8,50.3,35.5,102,147.5
여,2021.6.16,163.4,58.1,54.2,35.5,65.9,85.7,73.5,96.9,77,,,230,87.7,74.9,44.4,44.3,27,100,137
여,2021.6.16,162.9,82.1,55.7,39.7,74.1,101.5,89.8,108.3,73,,,245,101.4,92,54,46.8,36.5,91,137.5
여,2021.6.16,160.8,52.6,58.1,34.4,0,79.8,72.9,93,75.5,,,230,81.1,70.9,0,148.3,31.1,96,137.1
여,2021.6.16,167.4,55.4,56.5,34.7,70.3,88,71.5,91.3,78.5,,,260,89.9,71.2,49.5,47.7,29.5,100.5,140
여,2021.6.16,168.4,50.9,55.5,34,75.7,79.4,69.4,93.6,81,,,240,81.9,67.5,42.5,53.5,31.5,101.5,143
여,2021.6.16,164.5,53.2,55.1,34.4,0,79.7,79.8,91.7,79.5,,,245,79.7,70.4,0,153.2,6.6,121.5,138.1
여,2021.6.16,174.4,64.5,54.8,36.2,0,84.6,76.7,99.7,81.5,,,250,82.6,75.2,0,145.7,31.3,100.5,141.8
여,2021.6.16,160.1,55.9,53.5,35.2,0,83.2,72,97.5,75,,,240,82,74.3,0,155.3,37,94.5,141.5
여,2021.6.16,166,57.1,56.3,35.1,82,87.5,76.1,93.6,75,,,230,89.4,73,47.4,59.9,34.5,95,139.5
여,2021.6.16,168.9,77.4,55.6,38.7,0,85.9,87.4,106.2,78,,,250,94.9,88.6,0,146.8,35,96.5,141.5
여,2021.6.16,163.3,58.7,56.8,35.7,0,85.5,75.2,97.4,73.5,,,245,88,75.5,0,149.1,31.4,100.5,141.9
여,2021.6.16,157.3,57.2,55.4,36.1,73.1,85.7,77.4,96.5,68.5,,,235,89.8,76,45.5,52,29.5,91,130.5
여,2021.6.16,159,52.1,54.7,34.3,0,83.8,76.8,92.1,76.5,,,240,85.2,71.2,0,149,40.5,92.5,143
여,2021.6.16,159.2,52.4,56.3,34.4,66.1,88.7,79.7,94.3,73.5,,,235,88.2,71.2,41,45.9,33.5,89.5,133
여,2021.6.16,157.4,55.9,54.7,35.4,0,86.5,75,93.3,71.5,,,0,87.4,74.4,0,161.2,39.3,93.5,142.8
여,2021.6.16,162.7,51.6,54.4,34.2,73.2,81.8,69.4,89.9,75,,,0,83.8,69.5,45.9,51.2,32,94,136
여,2021.6.16,168.7,51,55.2,34,0,2,66.3,89.3,77.5,,,240,80.7,67.8,0,153.5,21.9,103,134.9
여,2021.6.16,169.2,60.4,54.4,35.5,88.6,2,76.4,99.4,82,,,255,20.2,73.8,27.7,67.1,32.5,101.5,144
여,2021.6.16,164.7,64.6,56,36.5,0,85.3,87,101.8,69,,,250,87.8,79.1,0,154.5,34,92,136
여,2021.6.16,161.3,66.4,56,37.3,76.7,94.1,83.8,102.5,74.5,,,245,94.7,82.5,44.6,52.8,26.5,99.5,136
여,2021.6.16,152.8,60.4,56.5,37.1,0,85.5,78.3,100.3,69.5,,,235,83.4,77.1,0,155,35.9,89.5,135.4
여,2021.6.16,161.8,61.1,56.3,36.2,68.4,87.3,83.8,101.1,74.5,,,240,89.6,78.1,46.2,45.8,32.5,92,134.5
여,2021.6.16,155.7,54.7,53.9,35.6,68.2,89.2,72.9,94.3,72,,,235,89.9,74.8,42.9,48.1,28.5,92,130.5
여,2021.6.16,172.7,67.2,55.7,36.6,0,88.7,73.4,98.1,78.5,,,250,88.4,77.9,0,147.9,18.6,105.5,134.1
여,2021.6.16,166.8,57.4,55.9,35.1,0,83.8,71.7,95.9,77,,,235,87.7,72.7,0,158.9,23.5,97,130.5
여,2021.6.16,154.7,66.6,55.8,37,70.5,94.4,80.5,99.6,71,,,230,96.5,85.2,56.3,46,28.5,92.5,131
여,2021.6.16,157.9,54.8,54.3,35.4,0,2,80.4,94.1,72.5,,,235,4.4,74,0,152.3,34.6,90,134.6
여,2021.6.16,166.8,63.4,56.4,36.1,0,94.1,82.2,96.1,79,,,250,93.8,77.2,0,151.7,23,98,131
여,2021.6.16,170.2,58.9,54.5,35.3,0,82.9,64.2,95.2,82,,,255,83.8,72.6,0,153.3,15.3,109.5,134.8
여,2021.6.16,159.2,49.5,54.4,33.7,76.4,82.3,66.6,90.6,73,,,235,84.3,68.4,47.5,53.4,26,96.5,132.5
여,2021.6.16,164.4,51.1,55.9,33.9,69.3,78.9,69.1,89.8,77,,,0,77.9,68.8,49.2,44.4,30,97.5,137.5
여,2021.6.16,168.4,63,54.1,36,66.6,92.5,75.4,100.2,79.5,,,235,93.6,76.2,48.1,45,28,103.5,141.5
여,2021.6.16,163.5,51.5,53.8,34.3,0,77.1,70.4,90.6,76,,,245,78.8,69.9,0,157.8,32.6,95.5,138.1
여,2021.6.16,166.4,52.5,54.1,34.3,0,2,0,97.8,80.5,,,240,0,69.4,0,45,28,103.8,141.8
여,2021.6.16,160.1,66.5,56.1,37.5,0,92.4,84.7,99.7,72.5,,,235,89.2,82.7,0,144.9,35.1,92.5,137.6
여,2021.6.16,164.7,64.8,55,36.5,70.9,96,78.8,98,74,,,245,97.7,79.2,48.4,46,32,95.5,137.5
여,2021.6.16,163.4,47.1,53.7,33.4,77.4,76.9,72.9,90.1,77.5,,,0,79.1,64.8,44.8,55.2,34,93,137
여,2021.6.16,166.4,64.1,57.4,36.3,70.4,92.2,83.1,100.2,72,,,245,88.6,78.1,48.4,48.4,34,96.5,140.5
여,2021.6.16,162.1,50.7,52.6,33.8,76.3,76.6,68.6,92.9,75,,,240,78,68.4,47.9,52,31,95,136
여,2021.6.16,175.1,78.2,56.4,38.3,79.5,90.2,86,105.5,83.5,,,260,92.9,86,47.1,55.1,33.5,105,148.5
여,2021.6.16,159.7,58.9,55.9,36.2,65.5,85.4,75.1,96.1,70,,,240,87.5,76.9,51.2,41.3,32.5,90.5,133
여,2021.6.16,160.4,60,53.9,36.2,71.9,92.7,78.8,95.6,74.5,,,240,91.6,77.7,48.6,48.6,29.5,95,134.5
여,2021.6.16,164.6,50.8,55.3,33.7,72,77.5,69,91.2,75.5,,,0,81.8,68,46.9,49.4,32,97,139
여,2021.6.16,161.2,59.4,54.1,36,75.6,88.4,80,97.1,73,,,240,88.1,77,45,54.8,34,90.5,134.5
여,2021.6.16,163.5,60.8,53.8,35.9,0,91.9,76,97.7,73,,,0,91.6,76.8,0,153.8,26.3,101.5,137.8
여,2021.6.16,157.2,56.1,53.5,36.1,75.5,94.6,76.1,92.7,72,,,235,97.8,75.2,48.7,53.1,29.5,93,132.5
여,2021.6.16,170.7,55.3,55,34.8,70.8,101.2,74.3,95.8,82.5,,,245,85.1,70.4,44.2,49.4,32,103,145
여,2021.6.16,167.1,47,53.8,33.1,64.5,80,67.2,89.8,76,,,235,83.5,64.6,48.9,41.2,32.5,97.5,140
여,2021.6.16,157,54.9,56,35.5,81.8,2,77,95.8,72,,,235,21.4,74.8,23.9,64.2,33.5,91.5,135
여,2021.6.16,165.6,55.3,54.2,34.8,65.5,87.6,70.8,93.1,72.5,,,235,86.1,71.8,45.7,44.3,31.5,98.5,140
여,2021.6.16,170.2,60.8,55.5,35.6,0,87.4,72.6,96.4,73,,,230,91,73.8,0,151.1,23.6,101.5,135.1
여,2021.6.16,159.6,59.2,56.3,36.3,0,96.1,77.7,97.2,65.5,,,235,92,77.3,0,155.7,37.8,91,138.8
여,2021.6.16,160.4,77.6,57,39.4,62.2,105.6,96.5,107.1,70.5,,,250,6.9,90,48.7,36.2,35.5,89.5,135
여,2021.6.16,159.6,57.9,55.9,36,77,83.8,78.7,93.1,72,,,235,86.2,76.1,49.4,52.4,35.5,89.5,135
여,2021.6.16,171.7,67.3,56.5,36.7,0,89.5,78.9,103.1,84,,,250,84.6,78.4,0,138.6,20,105,135
여,2021.6.16,159.6,61.4,57.8,36.5,0,87.6,80.7,100.4,71.5,,,230,90.2,78.9,0,152,31.5,93.5,135
여,2021.6.16,167.8,55.9,55.3,34.8,0,86.6,70.2,91.7,79,,,240,87.2,71.2,0,150,26.1,98.5,134.6
여,2021.6.16,160.1,59.2,53.8,36.2,70.8,97.5,77.8,99.8,72,,,235,86.6,77,48.9,47.7,31,91.5,132.5
여,2021.6.16,165.8,61.7,57.6,35.9,0,87.2,75.9,100.6,79,,,250,89.3,76.2,0,153,24.2,100.5,134.7
여,2021.6.16,153.3,52.1,55.9,33.4,0,82.4,71.6,95.1,69.5,,,240,81.5,72.4,0,145.9,39.3,91.5,140.8
여,2021.6.16,158.3,48.5,55.3,33.3,75.3,77.6,71.1,92.1,69.5,,,240,82.5,68.2,45.2,53,30,94,134
여,2021.6.16,155.7,67.3,56.3,37.5,68.1,96,87.7,106.6,65,,,225,96.7,85.1,45.4,44.9,33.5,86.5,130
여,2021.6.16,166.4,65.4,55.2,36.5,74.1,100.8,81.7,101.1,78,,,230,94.1,79.1,51.5,49.8,34,96.5,140.5
여,2021.6.16,161.8,56.6,58.1,35.2,76.1,89.1,79.8,94.6,75.5,,,245,90.9,74,48.7,53.4,31,94.5,135.5
여,2021.6.16,167.2,90,58.5,40.8,71,112.8,107.1,109.8,70.5,,,250,106.9,98.1,57.2,43.8,34.5,98,142.5
여,2021.6.16,167.2,53.3,54.7,34.4,62.3,81,68.3,90.9,80,,,240,81.7,69.7,48,40,29,101.5,140.5
여,2021.6.16,166.3,68.3,55.5,37.1,82.3,96.5,82,98.9,75.5,,,245,93.1,81.3,45.5,61.3,33,96.5,139.5
여,2021.6.16,160.7,67,53.9,37.4,68,122.9,87.2,100.7,74.5,,,230,96,83,47,44.9,31.5,93.5,135
여,2021.6.16,167.2,59.2,53.4,35.4,63.5,81.3,71.5,97.8,66.5,,,240,86.6,73.8,49,40.9,31.5,100,141.5
여,2021.6.16,166.1,57.9,52.5,35.3,60.1,82.8,73.8,94.7,71.5,,,250,85.5,73.5,42.7,39.1,29,101,140
여,2021.6.16,162.2,56.9,51.9,35.2,66,88.9,72.3,90.5,77,,,245,87.5,74.1,47.6,42.3,31,96.5,137.5
여,2021.6.16,158.5,51.4,54.7,34.3,72.8,85.2,70.1,90.5,72,,,225,86.4,70.4,49.2,49.1,34.5,91,135.5
여,2021.6.16,166.2,65.5,55,36.5,74.1,88.9,83.2,101.5,80,,,245,89.4,79.2,48.3,51.5,34.5,96.5,141
여,2021.6.16,166.4,61.7,45.2,35.9,75.5,88.3,85.5,99.6,73,,,245,89.2,76,49.6,51.7,36,90,136
여,2021.6.16,161.2,65.9,56.9,37.3,77.6,95.7,83.9,100.2,74.5,,,230,95.9,82.2,52.2,53.6,32.5,93,135.5
여,2021.6.16,162.2,65,56,36.9,62.4,93.5,83.3,96.7,74,,,250,91,80.7,43.6,42.7,34,91,135
여,2021.6.16,169.4,57.3,55.5,35,84.4,61.5,80.8,91.8,82.5,,,250,84.2,71.7,51.2,60.1,34,99,143
여,2021.6.16,162.2,47.3,53.6,33.1,60.7,75.4,64.4,88.6,78,,,235,77.7,64.7,47.2,36.8,26.5,98.5,135
여,2021.6.16,164.7,63.6,56.7,36.3,74.5,91.2,81,100.6,77.5,,,245,92.4,78.2,49.6,52.7,33.5,97.5,141
여,2021.6.16,166.7,52.3,55.2,34.3,76.8,85.6,74.1,92.6,79,,,0,85.1,69.3,48.3,55.6,29.5,101,140.5
여,2021.6.16,166,62.3,55.6,36,76.2,87.2,81.1,97.7,76,,,240,87.8,76.6,50.9,52.2,36,93,139
여,2021.6.16,165.4,65.2,54.7,36.5,63.5,90.4,82.1,100.1,73,,,245,89.9,79.2,43.4,42.1,33.5,97,140.5
여,2021.6.16,171.7,69.9,57.5,37,79.1,96.3,82.1,103.2,79,,,250,97.2,80.8,56.8,51.4,35,99.5,144.5
여,2021.6.16,164.5,54.7,54.1,34.5,77.8,85.8,72.9,91.8,76.5,,,0,82.5,71.2,50.9,54.2,30.5,98,138.5
여,2021.6.16,162.9,52.8,56.7,34.4,73.3,83.7,74.7,92.9,75,,,245,81.7,70.6,46.1,52.3,32,94,136
여,2021.6.16,170,61.9,55.4,35.8,78.7,87.1,83.3,98.7,79.5,,,250,89.8,74.5,50,56.5,36,97.5,143.5
여,2021.6.16,162.5,70.2,55.7,37.9,76.6,99.8,85.3,104.7,76.5,,,240,97.4,85.2,53.3,52.9,31,96,137
여,2021.6.16,162.6,45.4,52.6,33,0,77.6,63,87.9,74.5,,,225,79.2,64.3,0,147,36.6,94,140.6
여,2021.6.16,160.2,52.3,56.1,34.3,70.8,80.8,70.9,95.9,74.5,,,230,84.3,70.9,44.9,50.1,30,95,135
여,2021.6.16,161.5,47.7,53.5,33.1,54.6,82.4,65,88.5,75,,,240,85.2,64.9,46.9,30.4,22.5,102.5,135
여,2021.6.16,161.6,59.9,54.6,36.1,66.5,89.8,80.5,98.5,77,,,235,88.3,77.5,50.8,42.6,30,96,136
여,2021.6.16,168.4,64.8,56.4,36.3,75.4,92.1,79.5,101.4,80,,,245,90.1,77.6,46,52.9,32.5,99.5,142
여,2021.6.16,165.7,66.2,58.9,36.7,77.4,93.1,89.8,100.6,76.5,,,250,91,80.1,50.1,54.6,36.5,92.5,139
여,2021.6.16,156.1,62.6,56.4,36.3,75,95.8,83.4,99.9,72,,,230,93.7,79.2,48.6,53.2,30,92,132
여,2021.6.16,163.9,53.2,57.3,34.5,78,85.5,75.9,92.6,77,,,245,88,71,42.4,57.5,31,96.5,137.5
여,2021.6.16,153.7,61.4,53.2,36.7,59.4,93.5,75.2,99.7,67.5,,,235,91.9,78.8,51.5,35.4,30,89,129
여,2021.6.16,172.5,79.6,58.4,38.7,80.1,102.8,92.6,106.8,79.5,,,260,100.4,88.3,52.8,56,31,105,146
여,2021.6.16,158.4,52.9,57.2,34.7,74.4,85.6,76,96.3,74.5,,,240,86,71.8,46.3,52.8,30.5,91.5,132
여,2021.6.16,161.3,52.7,56.3,34.4,75.3,81.9,72.4,94.3,76,,,0,80.3,71,41.3,58.5,32,94.5,136.5
여,2021.6.16,159.4,64.2,54.8,37.2,73.9,95.5,86.2,100.6,72.5,,,245,95.5,81.4,52.2,49.3,35,89,134
여,2021.6.16,163.7,56.5,55,34.9,76.7,87.2,74.9,94.8,75,,,250,86.5,73.3,46.4,53.1,28,98,136
여,2021.6.16,166.5,62.3,54.8,36,79.5,92.2,75.9,96.3,77.5,,,250,91.2,76.4,50.4,56.1,30,99,139
여,2021.6.16,159.9,58.5,56.2,36.1,74.5,93.6,77.6,99.7,74,,,230,91.7,76.6,43.7,54.4,29.5,94.5,134
여,2021.6.16,162.6,71,58.3,38,78.4,92.1,87.4,106.7,78,,,240,91.3,85.9,53.9,53.4,29,98.5,137.5
여,2021.6.16,173.2,72.7,56.8,37.5,86.4,89.5,90.3,103.4,78,,,250,93,82.4,59,56.7,37.5,98.5,146
여,2021.6.16,161.1,52.7,55.8,34.5,71.2,81,69.2,95.1,73,,,235,83.4,71.1,48.9,48.9,28,97,135
여,2021.6.16,164.3,62.2,54,36.2,85.9,90.8,127.7,96.8,75.5,,,245,92.3,77.4,49.5,61.6,32,98.5,140.5
여,2021.6.16,161.3,52.1,54.7,34.2,81.5,83.3,76.5,92.7,74.5,,,240,79.2,70.2,42.8,60.5,31,93,134
여,2021.6.16,167,63.5,55.5,36.2,72.9,88.8,82.9,98.2,79,,,245,89.3,77.2,46.3,53.1,37.5,94,141.5
여,2021.6.16,154.7,46.5,57.6,32.5,72.9,80.7,68.7,90.2,75,,,220,81.6,66.1,45,51.8,24.5,95,129.5
여,2021.6.16,169.4,68.6,54.8,36.9,65,96.1,88.3,99.5,80.5,,,250,94.5,80.3,45.5,42.8,33,99.5,142.5
여,2021.6.16,162.7,51,55.5,34.1,76,83.1,70.8,93.9,75.5,,,245,83.6,68.8,45.4,53.3,30,96.5,136.5
여,2021.6.16,162.7,53.1,56.4,34.4,75.1,80.9,72.9,91.6,75.5,,,240,83.8,70.8,43.8,54.4,33,94.5,137.5
여,2021.6.16,164.1,57.2,53.2,35.2,70.6,83.9,75.2,92.6,76.5,,,240,87.5,73.8,50.2,45.4,33,96.5,139.5
여,2021.6.16,158.7,64.5,53.5,37.3,66.3,93.4,83.5,100.4,70.5,,,235,93.1,82.3,56,39,32.5,90.5,133
여,2021.6.16,165.8,57.3,54.1,35.1,72.9,81.4,73.1,95.1,73.5,,,245,5.3,73.2,49.9,49.1,33,94.5,137.5
여,2021.6.16,167.1,56.5,54.2,34.9,60.9,84.5,75.3,93.6,80,,,240,85.4,72,41,41.8,33.5,98.5,142
여,2021.6.16,167.6,61.8,55.4,35.8,67.3,86.8,78.7,98.5,77.5,,,245,87.8,75.3,48,44.6,33.5,96.5,140
여,2021.6.16,167.3,62.9,58.8,36,80,90,80.5,96.8,76,,,235,88.3,76.5,46.1,58.5,34,97,141
여,2021.6.16,160.4,52.3,53.1,34.3,71.5,87.8,70.3,90.1,75,,,245,87.1,70.8,44.3,50.9,31.5,94.5,136
여,2021.6.16,155.9,71,52.8,38.4,65.6,98.5,94.1,108.1,65,,,230,97.3,86.9,47.6,42.1,33,86,129
여,2021.6.16,162.4,51.1,51.7,34.1,69.7,81.6,69.6,89.3,77,,,0,83.6,69.3,43.4,49,28.5,96.5,135
여,2021.6.16,163.5,48.6,55.7,33.6,74,78.9,66.9,87.4,78.5,,,240,79.3,66.4,47.1,51.6,30,98,138
여,2021.6.16,158,51.6,51.1,34.3,57,80.9,69.3,95,68,,,235,84,70.3,43,36.3,25,95,130
여,2021.6.16,168.9,52.8,52.8,34.3,0,80.6,70.8,90.2,80,,,245,85.2,69,0,154,26.9,100.5,137.4
여,2021.6.16,167.9,87.5,55.1,40.6,74.2,101.4,93.1,113.8,77.5,,,250,97.6,96.6,55.7,48.8,34.5,98.5,143
여,2021.6.16,160.2,66.4,54.7,37.5,74.1,94.9,83.2,97.9,66.5,,,245,95.4,82.7,54.2,49.9,33,90,133
여,2021.6.16,158.4,49.2,54.7,33.5,72.7,84.1,72.1,92.1,73.5,,,230,83.8,68.7,47,51.3,31,93,134
여,2021.6.16,170.2,62.3,54.3,35.9,69.5,85.7,72.7,98.4,79,,,260,86.3,74.8,50.7,45.2,33,100,143
여,2021.6.16,172.4,58.5,54.9,35.2,71.9,78.7,75.6,97.5,77.5,,,250,2.5,71.8,15.9,73.2,27.6,95.5,133.1
여,2021.6.16,166.9,67.8,54,36.9,82.9,92.9,81.8,100.2,80,,,230,91.7,80.7,54,59.4,32,98.5,140.5
여,2021.6.16,164.6,58.2,55,35.4,79.7,91.3,74.3,97.5,75,,,230,90.2,74.2,46.8,57.6,31,96,137
여,2021.6.16,162.8,64.8,54.8,36.8,67,91.3,75,100.3,77.5,,,245,93,80.3,48.9,44.1,27.5,99,136.5
여,2021.6.16,160.3,48.8,54.7,33.5,74.6,81.1,73.8,91.5,75,,,230,83.5,66.8,42.2,55.8,32,93,135
여,2021.6.16,168.4,59.5,54.3,35.4,68.6,2,73.3,94.1,78,,,0,89.6,73.5,47.9,46.3,31.5,99,140.5
여,2021.6.16,153.6,54.1,53.3,34.4,61.9,86.6,77.5,97.1,69,,,230,86.4,75.1,44.6,39.1,26.5,89.5,126
여,2021.6.16,161.3,51.4,56.5,34.2,73.1,86.3,67.5,94.7,79,,,230,87.9,70,44,51.8,26.5,99,135.5
여,2021.6.16,158.6,50.3,52,33.9,0,84.2,72.2,92.6,73,,,205,85,69.5,0,152.6,32,91,133
여,2021.6.16,166.1,50.6,54.6,33.8,73,79.8,67.7,91.4,78.5,,,230,81.2,67.5,41.1,52.6,30.5,100,140.5
여,2021.6.16,164,56.1,56.2,34.9,72.7,82,67.6,93.5,72.5,,,240,84,72.9,48.4,49.5,33,94.5,137.5
여,2021.6.16,165.8,50.5,54.7,33.8,64.8,78,70.7,91.7,76.5,,,240,80,67.5,47.9,41,33.5,94,137.5
여,2021.6.16,165.6,63.7,53.7,36.3,62.7,90.9,83.1,100.8,76.5,,,245,92.2,78.1,47.3,39.1,36,93.5,139.5
여,2021.6.16,167.4,52.9,51.6,34.3,0,77.9,66.7,91.4,80.5,,,0,79.1,69.5,0,146.7,32.5,102,144.5
여,2021.6.16,158.5,67.7,56.3,37.8,0,104.1,85.9,100.2,71,,,240,91.5,84.6,0,159.2,40.5,93,143.5
여,2021.6.16,159.3,60.2,56.8,36.5,74.8,92.3,79.6,98.4,74.5,,,240,92.7,78.2,49,51.7,31,93,134
여,2021.6.16,159.6,62.9,53.6,36.8,65.2,89.3,78.8,96.8,72,,,235,91,80.1,56.6,37.2,29.5,94.5,134
여,2021.6.16,173.3,56.6,53.6,34.9,69.8,80.5,70.8,95.1,83.5,,,240,82.8,70.6,47,46.8,30.5,106,146.5
여,2021.6.16,158.6,49.9,51.6,33.6,78.2,83.5,68.1,90,73.5,,,240,84.1,69.3,48.9,54.7,28,95,133
여,2021.6.16,175.9,61.2,53.1,35.8,64.7,84.3,79.3,94.9,82.5,,,250,83.6,73.3,51.7,40.3,39,101.5,150.5
여,2021.6.16,165.2,57.7,55.3,35.3,77.3,88.7,73.7,97.9,80,,,250,90.4,73.7,47.6,54.2,30.5,99,139.5
여,2021.6.16,167.4,54,55.2,34.5,59.5,84,68.2,92.3,78,,,240,85,70.3,42.4,40.2,31.5,99,140.5
여,2021.6.16,164.9,77.2,57.8,38.9,77,98.5,85.7,109.8,77,,,250,97.4,89.6,49.9,53.1,30.5,99.5,140
여,2021.6.16,169.3,51,53.1,34.1,73.2,80,71.5,87.9,80.5,,,0,78.9,67.7,42.2,50.6,30,103.5,143.5
여,2021.6.16,159.7,48.5,52,33.5,70.7,73.8,69.9,91.1,73.5,,,240,78.3,67.4,45,48.5,30.5,93,133.5
여,2021.6.16,166.8,52.9,53.2,34.4,76.7,80.6,71.6,92.7,76.5,,,240,83.2,69.7,39.3,56.4,33,97.5,140.5
여,2021.6.16,168.7,78.8,55.2,38.9,76,101.6,89.3,109,79.5,,,250,99.7,89.7,51.6,51.7,33,101,144
여,2021.6.16,155,45.4,54.4,32.5,74.8,76.5,67.2,90.2,73.5,,,245,79.2,66.1,43,55.6,27.5,92.5,130
여,2021.6.16,164.1,81.4,55.2,39.5,81.6,104.5,116.3,114.7,72.5,,,245,102.4,91.8,52.6,57.7,30,97.5,137.5
여,2021.6.16,164.8,62.2,54.8,36.1,76.5,88.4,82.5,95.3,76.5,,,250,86.3,77,49.8,52.7,33.5,95,138.5
여,2021.6.16,165.3,60.7,54,35.7,68.9,90.3,75.6,94.5,81,,,245,88.5,75.6,55.1,42.7,29.5,100.5,140
여,2021.6.16,166.5,60.1,52.6,35.5,75.9,90.8,78.5,99.8,66,,,245,88.4,74.7,41.6,55.4,31,98.5,139.5
여,2021.6.16,168.1,57,53.9,34.9,76.2,87.5,70.3,92.8,79,,,0,87.6,71.9,46.2,54,34,97,141
여,2021.6.16,165.3,46.9,55.1,33.2,81.7,78.2,70.5,88.9,78.5,,,250,77.9,64.9,46.3,58.8,33,97.5,140.5
여,2021.6.16,171.8,56.4,55.6,34.9,77,79.3,78.8,95.6,79.5,,,250,82.4,70.6,46.4,54.8,37.5,97.5,145
여,2021.6.16,166.3,79.1,59.3,39.1,71,100.7,85.2,108.6,81.5,,,255,102.6,90.5,52,46.4,30,102,142
여,2021.6.16,167.1,72.9,58.1,37.9,81.4,106.4,91.7,103.2,78,,,245,103.1,85.2,59.3,52.8,35.5,95.5,141
여,2021.6.16,162.2,53.3,55.6,34.5,71.4,84.1,70.5,97.2,74.5,,,240,85.6,71.2,43,52.2,30,97,137
여,2021.6.16,162.6,73.1,54.3,38.4,81.6,97.3,86.7,103,75.5,,,255,94.8,87.3,53.2,58.7,34,94,138
여,2021.6.16,168.9,72.4,52.7,37.7,74.6,95.9,86,104.3,77,,,240,95.5,84.2,54.5,48.9,37,94,141
여,2021.6.16,169.6,58.8,54.2,35.2,81.9,87.6,79,96.1,79.5,,,245,88.4,72.6,46.5,60.1,32,99.5,141.5
여,2021.6.16,169.9,63.7,52.5,36.1,68.1,88.3,81.2,97.9,79,,,240,89.9,76.1,49.7,45.2,37.5,96,143.5
여,2021.6.16,166.8,51.4,56.2,34.2,75.5,81.2,70.7,91,76,,,240,84.1,68.7,49,51.4,32.5,97,139.5
여,2021.6.16,165.2,62.9,56.8,36.1,73.7,95.6,75.6,102,77,,,250,96.8,77.5,52.2,49.1,30,97.5,137.5
여,2021.6.16,158.7,61.2,54.4,36.4,72.6,94.1,83.6,97.4,66,,,250,93,78.8,52.1,48.2,35,89,134
여,2021.6.16,163.4,56.5,53.1,35,62.8,88.2,78.5,93.9,77,,,240,86.7,73.4,46.7,41.2,34.5,93,137.5
여,2021.6.16,157.8,62,54.4,36.6,74.4,94.6,78.7,98.5,70.5,,,240,94.4,78.8,48.6,51.1,29.5,92,131.5
여,2021.6.16,167.4,56.2,55.2,34.8,72.5,85.7,76.7,95.5,78,,,245,88.2,71.7,47,51.1,35,95,140
여,2021.6.16,167.4,75.4,56.8,38.2,77.8,99.6,88,104.7,72,,,240,94.4,87.3,47.2,56.2,35,94.5,139.5
여,2021.6.16,165.8,50.5,54.7,33.8,64.8,78,70.7,91.7,76.5,,,240,80,67.5,47.9,41,33.5,94,137.5
